gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
新华2个大队,新华2个大队,historic_admin,manual,medium,10,0,1964,1964,1979,1964;1966;1968;1973;1974;1975;1978;1979,8,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,3825185319722017386018711989二、劳动力20世纪五六十年代，境域金星、新华2个大队男女劳动力主要集中在农副业生产上。70年代后期，随着村办、社办企业的逐步兴起，部分劳动力向村办、,1964年，开展“农业学大寨”，金星、新华2个大队、20个生产队推行“大寨式”劳动管理制度，实行“定标兵、评思想、评风格、自报公议、群众评定”评工记分方式。 || 1966年5月，“文化大革命”开始，“大批资本主义、大批修正主义、大干社会主义”，金星、新华2个大队的21个生产队同时设有政治队长和生产队长。 || 1968年12月，金星、新华2个大队暨生产队干部至龙桥大队参加中共吴县县委、县政府举办的全县三级干部“农业学大寨”学习班。,
13路,13路,road,review,medium,1,0,1965,1965,1970,1965;1970,2,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。是月，苏州市区至境内的公交车由10路改为13路；1970年12月，终点站延伸至尹山桥。1966年8月，开展破“四旧”（旧思想、旧文化、旧风俗、,1965年12月，苏州公交10路改为公交13路。 || 1970年12月，苏州13路公交车穿过境内一角，延伸至尹山桥。,
公交13路,公交13路,road,review,medium,1,0,1965,1965,1965,1965,1,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,青路面）。1963年12月，苏州第一辆公交10路车通达境内。1965年12月，苏州公交10路改为公交13路。1970年12月，苏州13路公交车穿过境内一角，延伸至尹山桥。1976年1月，苏嘉公路改铺沥青,1965年12月，苏州公交10路改为公交13路。,
钱家小学,钱家小学,education,review,medium,5,1,1965,1965,1974,1965;1974,2,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,委发出的《认真提倡计划生育的通知》，带头实行计划生育。9月，庙桥小学搬迁至钱家村大坟上，并更名为钱家小学。12月，开展面上社会主义教育运动，开展“四清”（清政治、清经济、清思想、清组织）工作。是年，下,1965年9月，庙桥小学因观音庙拆除搬至钱家村大坟上，易名钱家小学。 || 1974年9月，钱家小学迁入马桶港幸福桥南堍东侧，并入新华小学。,
受到村,受到村,historic_settlement,manual,medium,1,0,1965,1957,1965,1957;1965,2,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,957年至1965年期间，境域下田村第6生产队有个民间山歌手沈长全，声音嘹亮，唱出山歌悦耳动听，受到村民交口赞许。为了能使山歌传承开来，他收本队陆白男、缪彩英、沈会媛为徒。沈长全唱的山歌有《十二月风,1957年至1965年期间，境域下田村第6生产队有个民间山歌手沈长全，声音嘹亮，唱出山歌悦耳动听，受到村民交口赞许。,
本大队和附近村,本大队和附近村,historic_settlement,manual,medium,1,0,1965,1965,1965,1965,1,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,工业。1962年2月，新华大队开办粮饲加工厂。1965年2月，金星大队开办粮饲加工厂，服务对象为本大队和附近村民的大米和饲料加工。1973年11月，金星、新华大队办起土窑，制作砖瓦，烧出后出售，时为村办集体,1965年2月，金星大队开办粮饲加工厂，服务对象为本大队和附近村民的大米和饲料加工。,
蠡墅人民公社,蠡墅人民公社,historic_admin,manual,medium,2,0,1965,1965,1965,1965,1,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,金星、新华两大队14人（其中富农分子1人、坏分子13人）实行监督改造。1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。是月，苏州市区至境内的公交车由10路改为13路；1970年,1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。 || 1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。 || 1965年12月，境域划归蠡墅人民公社（后即改称长桥人民公社），隶属长桥人民公社。,
长桥人民公社,长桥人民公社,historic_admin,manual,medium,15,1,1965,1965,1983,1965;1968;1970;1980;1983,5,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,名称长桥，境域隶属长桥乡。翌年3月，长桥乡并入郭巷乡，境域隶属郭巷乡。1965年12月，境域划归长桥人民公社。1992年8月，境域划归吴县经济技术开发区。1996年7月，吴县撤县建市，境域隶属吴县市；20,1965年12月，境域划归长桥人民公社。 || 1965年12月，境域划归蠡墅人民公社，蠡墅人民公社随即更名为长桥人民公社。 || 1970年2月中旬，金星、新华大队遵照长桥人民公社要求，开展“一打三反”（打击现行反革命分子、反对贪污盗窃、反对投机倒把、反对铺张浪费）运动，进行大检举、大批判、大清理，凡涉嫌有经济问题者皆为运动对象，进学习班学习。,
村民医疗制度采用队（村）办社（公社,村民医疗制度采用队（村）办社（公社,historic_admin,manual,medium,1,0,1966,1966,1966,1966,1,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,员，逐步做到患小病不用出村。在生产队卫生员或去大队合作医务室，就能得到及时治疗。1966年，境内村民医疗制度采用队（村）办社（公社）管形式。医疗基金每人3元（集体与个人负担各半）。医疗费根据就医渠道分级报销，即在大队医务室就医,1966年，境内村民医疗制度采用队（村）办社（公社）管形式。,
逐步做到患小病不用出村,逐步做到患小病不用出村,historic_settlement,manual,medium,1,0,1966,1966,1966,1966,1,集体化与农业建设,context_sentence,,,,,missing,,,高德底图未必有历史地名标签，需人工补点或补面,负担。1966年10月，金星、新华两大队办起合作医务室，配备4名赤脚医生，各生产队配1名卫生员，逐步做到患小病不用出村。在生产队卫生员或去大队合作医务室，就能得到及时治疗。1966年，境内村民医疗制度采用队（村）办,1966年10月，金星、新华两大队办起合作医务室，配备4名赤脚医生，各生产队配1名卫生员，逐步做到患小病不用出村。,
木头桩竹面桥,木头桩竹面桥,bridge,review,medium,1,0,1967,1967,1967,1967,1,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,树板拼作的桥面，日搭夜撤。1947年12月，东下田廿五港北建起竹桥。1967年12月，竹桥改建成木头桩竹面桥。1974年12月，改建成混凝土拱桥，并命名为迎丰桥。1950年1月至1991年12月，境域拆除,1967年12月，竹桥改建成木头桩竹面桥。,
泥河田港,泥河田港,waterway,review,medium,9,1,1967,1967,2017,1967;1974;1991;1995;2017,5,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,67年1月，受上海“一月风暴”影响，金星、新华大队风行“夺权”。2月，金星大队成立养鱼专业队，在泥河田港放养鱼苗。3月，金星、新华大队党、政工作由大队民兵营长主持。1968年3月5日，始行废除土葬。8,养鱼1967年2月，金星大队成立养鱼专业队，在泥河田港养鱼。 || 1974年2月，泥河田港养鱼场因养鱼的泥河田两岸均为村民住宅，每年抽干水后捕捞养鱼，造成土岸塌方，为此停止了鱼类养殖。 || 992.2停办金星铸件厂1978.2泥和田铜、铁件2300151996.7停办王家浜砖瓦厂1980.8跃进河南砖、瓦1.511000171996.2停办宝带桥汽车改装厂1984.8宝带桥南汽车改装、修理83300131987.8停办吴县味美酱品厂1985.11苏嘉公路朱河店桥南萝卜干、酱油、蜜汁黄瓜等酱品88000402000.12停办吴县废铁镔铁厂1986.8苏嘉公路朱河店桥北加工镔铁152500131996.5停办长桥纸箱包装厂1987.3宝带桥南纸盒1506600502000.8转制星火化工涂料厂1990.5泥河田港东南角涂料5200071996.12停办振尹合成树脂化工厂1993.2胜利桥南582、336树脂1815000101996.12停办表4-191974—1991年宝带桥社区境域集体企业产值利润选年统计表年份宝尹（金星）宝南（新华）合计职工人数/人产值/万元利润/万元职工人数/人产值/万元利润/万元职工人数/人产值/万元利润/万元197450.63050.80101.430197550.750.550.60.3101.350.8197660.90.250.80.3111.70.5197882.220.7104.722,
田港,田港,waterway,review,medium,1,0,1967,1967,2020,1967;1974;1991;1995;2005;2017;2020,7,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,年1月，受上海“一月风暴”影响，金星、新华大队风行“夺权”。2月，金星大队成立养鱼专业队，在泥河田港放养鱼苗。3月，金星、新华大队党、政工作由大队民兵营长主持。1968年3月5日，始行废除土葬。8,录自2005年6月古吴轩出版社《苏州邮缘》，作者：周治华80第三节宝带桥·澹台湖景区一、概貌宝带桥·澹台湖景区（2020年更名为大运河国家文化公园——宝带桥·澹台湖核心展示园）位于苏州吴中区核心地带，东至吴东路，北至京杭大运河，西至下田港，南抵石湖东路，规划总面积为105万平方米（含水面），已建成的一期项目总面积为44万平方米（含水面）。 || 养鱼1967年2月，金星大队成立养鱼专业队，在泥河田港养鱼。 || 1974年2月，泥河田港养鱼场因养鱼的泥河田两岸均为村民住宅，每年抽干水后捕捞养鱼，造成土岸塌方，为此停止了鱼类养殖。,
因土地庙,因土地庙,religious_site,review,medium,1,0,1968,1968,1968,1968,1,集体化与农业建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,康勇等人。1968年9月，下田小学搬进下田坟堂上新建校舍，更名为新华小学（1968年2月—6月，因土地庙拆除，学校尚在建造过程中，曾在下田村沈关金家、塘港上徐毛妹家过渡）。1980年11月，下田小学更,1968年9月，下田小学搬进下田坟堂上新建校舍，更名为新华小学（1968年2月—6月，因土地庙拆除，学校尚在建造过程中，曾在下田村沈关金家、塘港上徐毛妹家过渡）。,
