rank,curated_rank,gazetteer_name,gaode_map_item,place_type,mention_level,canonical_mention_count,raw_surface_count,top_themes,reason,has_coord,coordinate_quality,lon,lat,coord_source,coord_status,coord_crs,match_status,visual_priority,primary_year,time_type,year_list,year_count,rank_label,context_examples,first_context,notes
744,,打算蹿入湖,打算蹿入湖,water,低频,1,1,交通水系:2,该地名属于湖泊水面，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,744. 打算蹿入湖（1次）,水统统回收到了湖里，险情消弭，危急解除。蛟龙见澹台灭明抛出宝珠，以为他是扛不住威胁，用宝珠来息事宁人了。蛟龙欣喜若狂，腾空蹿起，打算蹿入湖中吞下宝珠。就在它将要入水的瞬间，澹台灭明右手攥着的那柄宝剑飞了出来，一道血光掠过，蛟龙重重地摔在了岸滩上，却已是断成了两截，成,急解除。蛟龙见澹台灭明抛出宝珠，以为他是扛不住威胁，用宝珠来息事宁人了。蛟龙欣喜若狂，腾空蹿起，打算蹿入湖中吞下宝珠。就在它将要入水的瞬间，澹台灭明右手攥着的那柄宝剑飞了出来，一道血光掠过，蛟龙重重地摔,
745,,托说河,托说河,waterway,低频,1,1,基层治理:3；交通水系:1,该地名属于运河河道，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,745. 托说河（1次）,就对姚阿岳说：此泥丢进田里可作肥，丢到河里，夹起来放入田里还是肥。这位老爷爷的话说毕，摇身一转，没了踪影。据说老爷爷为神仙下凡，托说河名。20世纪50年代，泥河田港东西两侧逐渐搬来村民，建起房屋，遂名泥河田村。1950年3月，泥河田隶属吴县车坊区宝带乡；4月15,，丢到河里，夹起来放入田里还是肥。这位老爷爷的话说毕，摇身一转，没了踪影。据说老爷爷为神仙下凡，托说河名。20世纪50年代，泥河田港东西两侧逐渐搬来村民，建起房屋，遂名泥河田村。1950年3月，泥河,
746,,扬起篷帆一路,扬起篷帆一路,road,低频,1,1,,该地名属于道路，在志书中约出现1次，主要关联志书叙事；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,746. 扬起篷帆一路（1次）,辰，吴敏思前想后弄不清银两是在哪里被盗的。只记得收下张七的银子后，自己把银子和原先收到的捐银合在一起，放入箱子，锁好铁锁抬下船，扬起篷帆一路顺风回到府衙。朱胜听了吴敏的一番诉说，梳理破案的线索。无意中吴敏说起一个捐款中的细节，他们正要打道回府时，有个名张七的人，带着一,里被盗的。只记得收下张七的银子后，自己把银子和原先收到的捐银合在一起，放入箱子，锁好铁锁抬下船，扬起篷帆一路顺风回到府衙。朱胜听了吴敏的一番诉说，梳理破案的线索。无意中吴敏说起一个捐款中的细节，他们正要打,
747,,批拆迁泥河,批拆迁泥河,waterway,低频,1,1,基层治理:4；交通水系:4；开发建设:2,该地名属于运河河道，在志书中约出现1次，主要关联基层治理、交通水系；主要时间锚点为1996年。,0,缺坐标,,,,missing,,review,medium,1996,开发区建设,1996;2004,2,747. 批拆迁泥河（1次）,操舟去附近集镇或进城购买。改革开放以后，境域零星增加了几家夫妻小商铺。1993年2月，境域开始老村拆迁改造。1996年5月，第一批拆迁泥河田、黄家浜、港南浜183户村民搬迁至朱塔浜新居，至2004年12月，境域在形成西下田、宝尹花园、钱家新村、下田、小村等5个居民生,放以后，境域零星增加了几家夫妻小商铺。1993年2月，境域开始老村拆迁改造。1996年5月，第一批拆迁泥河田、黄家浜、港南浜183户村民搬迁至朱塔浜新居，至2004年12月，境域在形成西下田、宝尹花园、,
748,,技术是桥,技术是桥,bridge,低频,1,1,交通水系:8；开发建设:1,该地名属于桥梁，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,748. 技术是桥（1次）,一尊，成了可靠的屏障，这样便可以防止多孔桥的连续倒坍。这种刚性墩，因它能承受单向拱推力，亦叫单向推力墩。这种一桥采用柔刚墩结合的技术是桥梁技术史上的一个重大成就。在吴地采用这种桥墩的还有建于宋淳熙十六年（1189）的九环洞桥——石湖上方山行春桥。现在建造多孔拱桥时,防止多孔桥的连续倒坍。这种刚性墩，因它能承受单向拱推力，亦叫单向推力墩。这种一桥采用柔刚墩结合的技术是桥梁技术史上的一个重大成就。在吴地采用这种桥墩的还有建于宋淳熙十六年（1189）的九环洞桥——石湖,
749,,护龙街（今人民路,护龙街（今人民路,road,低频,1,1,遗产文化:2,该地名属于道路，在志书中约出现1次，主要关联遗产文化；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,749. 护龙街（今人民路（1次）,昂，鼓舞人心（原件现作为革命文物珍藏于苏州博物馆）。会后举行了游行示威，从体育场出发，经松鹤板场（今干将东路）、临顿路、观前街、护龙街（今人民路）、东中市、中街路、养育巷告终，市民驻足而看，民气极为昂扬。为了答谢苏州人民对北伐军的热爱和支持，严重师长特地在阊门外，举行了盛,珍藏于苏州博物馆）。会后举行了游行示威，从体育场出发，经松鹤板场（今干将东路）、临顿路、观前街、护龙街（今人民路）、东中市、中街路、养育巷告终，市民驻足而看，民气极为昂扬。为了答谢苏州人民对北伐军的热爱和支持,
750,,报恩寺,报恩寺,religious_site,低频,1,1,交通水系:1,该地名属于宗教遗址，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,750. 报恩寺（1次）,言之，善住对这个朝代痛心疾首，又极其无奈，思前想后，干脆剃度出家，遁身佛门，落个清净。因喜爱苏州这个地方，善住云游来到吴中，居于报恩寺。虽说是闭关念佛，修净土宗，但他并未与世隔绝，而是十分关注凡尘俗务，故而宝带桥的维修问题就被他牵挂上了。善住打算为此事募集资金，,极其无奈，思前想后，干脆剃度出家，遁身佛门，落个清净。因喜爱苏州这个地方，善住云游来到吴中，居于报恩寺。虽说是闭关念佛，修净土宗，但他并未与世隔绝，而是十分关注凡尘俗务，故而宝带桥的维修问题就被他牵,
751,,抬头见东吴雄塔,抬头见东吴雄塔,heritage,低频,1,1,交通水系:7；开发建设:2；农业工业:1,该地名属于heritage，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,751. 抬头见东吴雄塔（1次）,相依相偎；游乐设施新奇，老人、孩子在此欢娱无比……来到湖西长桥，这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁……我徐步踱到湖南小区观赏，但见公寓新颖、别墅一流，商楼厂房拔地而起；道路成了网，灯盏挂路旁，车站、学校、菜场围着,子在此欢娱无比……来到湖西长桥，这里舟行桥下似梭，车奔桥面成流；放眼看，路路花簇簇，街街洁齐美，抬头见东吴雄塔刺空、幕墙闪烁……我徐步踱到湖南小区观赏，但见公寓新颖、别墅一流，商楼厂房拔地而起；道路成了网，,
752,,拆去桥,拆去桥,bridge,低频,1,1,遗产文化:3；交通水系:2,该地名属于桥梁，在志书中约出现1次，主要关联遗产文化、交通水系；主要时间锚点为1863年。,0,缺坐标,,,,missing,,review,medium,1863,古代-清末,1863,1,752. 拆去桥（1次）,31），林则徐主持修缮，费“工料银六千六百七十两有奇”。清咸丰十年（1860）毁3孔。同治二年（1863）英军戈登驾舰攻打苏州，拆去桥中间大孔，致北面26孔连续倒塌。清同治十一年（1872）重建，并在南北两堍各置石狮一对，北堍建有石亭，亭内置《重建宝带桥记》碑刻,银六千六百七十两有奇”。清咸丰十年（1860）毁3孔。同治二年（1863）英军戈登驾舰攻打苏州，拆去桥中间大孔，致北面26孔连续倒塌。清同治十一年（1872）重建，并在南北两堍各置石狮一对，北堍建有,
753,,拓宽与其他河浜,拓宽与其他河浜,waterway,低频,1,1,交通水系:5；开发建设:2；基层治理:1,该地名属于运河河道，在志书中约出现1次，主要关联交通水系、开发建设；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,753. 拓宽与其他河浜（1次）,民进城赶集、做买卖，大多操舟前往，但当时断头浜、小河浜到处都是，影响船只通行。新中国成立后，境域加强水网建设，对于河道进行开掘、拓宽与其他河浜衔接，促使水上河流通畅。2017年12月，境域开掘河道12条，全长8650米。第五章城市化建设168表5-21968—2017年,，但当时断头浜、小河浜到处都是，影响船只通行。新中国成立后，境域加强水网建设，对于河道进行开掘、拓宽与其他河浜衔接，促使水上河流通畅。2017年12月，境域开掘河道12条，全长8650米。第五章城市化,
754,,拙政园里九曲桥,拙政园里九曲桥,bridge,低频,1,1,交通水系:16,该地名属于桥梁，在志书中约出现1次，主要关联交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,754. 拙政园里九曲桥（1次）,烧香念佛去枫桥，好来好去爱河桥。古城苏州风光好，东南西北都有桥。中市街旁有皋桥，网师园里一步桥。观前街东醋坊桥，人民路上饮马桥。拙政园里九曲桥，环城河上渡僧桥。古城苏州风光好，东南西北都有桥。澹台湖上景观桥，连环桥洞宝带桥。王江泾大桥高又高，不及彩云桥半身高。说书先生琵,古城苏州风光好，东南西北都有桥。中市街旁有皋桥，网师园里一步桥。观前街东醋坊桥，人民路上饮马桥。拙政园里九曲桥，环城河上渡僧桥。古城苏州风光好，东南西北都有桥。澹台湖上景观桥，连环桥洞宝带桥。王江泾大桥高又,
755,,招收10名河,招收10名河,waterway,低频,1,1,基层治理:6；交通水系:6；教育民生:3,该地名属于运河河道，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,755. 招收10名河（1次）,年11月，境内宝尹、宝南两村居委会为保证宝尹花园、钱家新村、下田、西下田、小村等5个居民生活小区整洁，制定了卫生保洁制度。3月，招收10名河道保洁员，备船7艘，对南港河、下田港、西古塘河、跃进河、宝南中心河、沿字港、钱家村河、金家村河、泥河田港等河道，操舟打捞河面漂浮,会为保证宝尹花园、钱家新村、下田、西下田、小村等5个居民生活小区整洁，制定了卫生保洁制度。3月，招收10名河道保洁员，备船7艘，对南港河、下田港、西古塘河、跃进河、宝南中心河、沿字港、钱家村河、金家村河、,
756,,招聘道路,招聘道路,road,低频,1,1,基层治理:2；交通水系:2；开发建设:1,该地名属于道路，在志书中约出现1次，主要关联基层治理、交通水系；未提取到明确时间锚点。,0,缺坐标,,,,missing,,review,medium,,无明确时间,,0,756. 招聘道路（1次）,会确定的主题，开展“植树绿化、清洁环境、健康咨询”活动。1992年8月，新建公厕2只，固定垃圾箱4只；建起垃圾中转站4个。9月，招聘道路保洁员20人，对公路卫生进行常态化保洁。1996年3月，新建公厕1只，固定垃圾箱2只。2001年11月，境内宝尹、宝南两村居委会,洁环境、健康咨询”活动。1992年8月，新建公厕2只，固定垃圾箱4只；建起垃圾中转站4个。9月，招聘道路保洁员20人，对公路卫生进行常态化保洁。1996年3月，新建公厕1只，固定垃圾箱2只。2001年,
